"	State",Hub Size,Airport Name,LOC_ID,FYE,Date Filed,Passenger airline landing fees,Landing Fee (from Obsolete form FAA-5100-127),Terminal arrival fees - rents - utilities,Terminal/International arrival area rental or other charge (form Obsolete form FAA-5100-127), Terminal area apron charges/tiedowns,Federal Inspection Fees,Other passenger aeronautical fees,Total Passenger Airline Aeronautical Revenue,Landing fees from cargo,Landing fees from GA and military, FBO revenue - contract or sponsor-operated,Cargo and hangar rentals,Aviation fuel tax retained for airport use,Fuel sales net profit/loss or fuel flowage fees,Security reimbursement from Federal Government,Other non-passenger aeronautical revenue,Total Non-Passenger Aeronautical Revenue,Total Aeronautical Revenue,Land and non-terminal facility leases and revenues,Terminal-food and beverage,Terminal-retail stores and duty free,Terminal-services and other,Rental cars-excludes customer facility charges,Parking and ground transportation,Hotel,Other Non-Aeronautical Revenue,Total Non-Aeronautical Revenue,Total Operating Revenue,Personnel compensation and benefits,Communications and utilities,Supplies and materials,Contractual services,Insurance claims and settlements,Other Operating Expenses,Subtotal - Operating Expenses,Depreciation,Total Operating Expenses,Operating Income,Interest Income,Interest expense,Grant receipts,Passenger Facility Charges,Capital Contributions,Special items (loss),Other Non-Operating Revenue,Total Non-Operating Revenue,Change in net assets,Net assets (deficit) at beginning of year,Net assets (deficit) at end of year,Airfield,Terminal,Parking,Roadways - Rail - Transit,Other Capital Expenditures,Total Capital Expenditures,Long Term Bonds,Loans and interim financing,Special facility bonds,Total Debt at End of Year,Restricted debt reserves,Restrictions for renewals and replacements,Restricted other,Total Restricted Assets,Unrestricted Cash and Investments,Bond proceeds,Proceeds from sale of property,Debt service (excluding coverage),Debt service (net of PFCs and offsets),Enplanements,Landed weights in pounds,Signatory landing fee rate per 1000 lbs,Annual aircraft operations,Passenger airline cost per enplanement,Full time equivalent employees at end of year,Security and law enforcement costs,ARFF costs,Repairs and maintenance,Marketing - Advertising - Promotions,
"				  NE",N,KEARNEY MUNI,EAR,9/30/22,11/22/22,49190,0,58033,0,0,0,0,107223,0,0,189471,0,0,2739090,20665,7768,2956994,3064217,227745,0,0,0,0,0,0,0,227745,3291962,773909,88078,2673718,125217,41301,27898,3730121,720004,4450125,-1158163,1505,0,5311948,110784,0,0,1151539,6575776,5417613,0,0,3613402,1142482,828768,0,463410,6048062,0,0,0,0,0,0,26454318,26454318,1201528,0,0,0,0,26348,4.374538E+7,1,33000,4.07,9,27546,18461,143588,32672,
"				  CO",N,TELLURIDE REGIONAL,TEX,12/31/22,6/27/23,48475,0,74938,0,342851,0,0,466264,0,608541,254555,487768,243127,7792694,20160,6192,9413037,9879301,186690,5416,0,4733,185328,123888,0,0,506055,10385356,1576569,124680,4467039,892870,140886,0,7202044,3536454,10738498,-353142,624,0,12000,48120,0,0,182923,243667,-109475,73646007,73536876,0,478759,7296,0,915544,1401599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74248,335734,35864,
"				  WI",N,GREEN BAY AUSTIN STRAUBEL INTERNATIONAL AIRPORT,GRB,12/31/22,4/12/23,687283,0,1476523,0,0,0,47569,2211375,11069,0,360504,42601,0,161777,0,470883,1046834,3258209,266107,99748,41756,32517,1754035,2502771,91967,462889,5251790,8509999,2066871,896991,1192372,2744793,165742,98405,7165174,5781231,12946405,-4436406,296141,-27925,5947719,1104648,0,0,813181,8133764,3697358,8.546237E+7,89159727,40548,451750,382,908204,96152,1497036,1485000,0,0,1485000,194777,0,0,194777,22843060,0,747769,1450100,249728,305741,364132519,2.09,35808,7.23,28,423926,663065,923745,887053,
"				  MN",N,Brainerd Lakes Regional,BRD,12/31/22,6/27/23,42383,0,72415,0,0,0,0,114798,0,0,31432,336932,0,47448,0,15983,431795,546593,121755,10848,0,0,0,0,0,312500,445103,991696,702691,186594,212706,0,55818,375560,1533369,0,1533369,-541673,10560,0,14016793,77544,0,0,0,14104897,13563224,0,0,379012,112734,0,0,11152668,11644414,0,0,0,0,0,0,0,0,791749,0,45535,0,0,0,0,0,0,0,0,0,0,0,0,
"				  AZ",N,PAGE MUNI,PGA,6/30/22,10/17/22,0,0,377255,0,28335,0,0,405590,0,0,0,139089,0,44688,0,7287,191064,596654,0,0,0,0,0,6150,0,0,6150,602804,140137,63304,75474,22852,5865,65951,373583,0,373583,229221,0,-3089,4821009,0,220234,0,0,5038154,5267375,0,0,239612,0,0,0,0,239612,0,0,0,0,0,0,0,0,0,0,0,3089,0,0,0,0,0,0,0,0,0,0,0,
"				  TX",S,LUBBOCK INTL,LBB,9/30/22,3/20/23,1762837,0,2482097,0,0,0,0,4244934,1253609,0,210804,534667,0,197831,0,0,2196911,6441845,284993,80603,71254,72426,1418381,3186652,0,246927,5361236,11803081,3076730,1195349,250410,3978449,541322,1743629,10785889,10848041,21633930,-9830849,-314417,-1484710,4849231,1717349,0,0,824787,5592240,-4238609,129971084,125732478,619285,4722083,0,0,762301,6103669,39661700,0,0,39661700,1402797,0,110080878,111483675,14248803,0,9508,2142223,690416,491476,951096178,3.12,93349,8.64,50,985519,1595844,838029,18839,
"				  CA",N,MODESTO CITY-COUNTY?HARRY,MOD,6/30/22,12/21/22,0,0,171538,0,3182,0,0,174720,2088,0,0,448423,0,64354,0,0,514865,689585,55680,538,0,0,142777,0,0,77367,276362,965947,437948,110034,6912,261493,56347,6626,879360,738556,1617916,-651969,-64367,0,27813,0,535,0,414406,378387,-273582,2876252,2515979,0,0,0,0,27813,27813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37730,195,
"				  NE",N,NORTH PLATTE REGIONAL,LBF,9/30/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  OH",N,AKRON-CANTON REGIONAL,CAK,12/31/22,6/12/23,451946,0,612333,0,79464,0,0,1143743,0,154785,234824,420845,0,188573,100320,27915,1127262,2271005,896678,119632,0,138269,1149453,2068750,0,176751,4549533,6820538,2933131,847236,909185,1790300,120092,898238,7498182,11394345,18892527,-12071989,867183,-1468827,9087372,1203146,0,0,309963,9998837,-2073152,146909857,144828401,7586068,1132635,0,0,622604,9341307,34127028,0,0,34127028,0,0,5558702,5558702,6590312,0,0,2465082,794598,269132,204500294,2.21,48572,4.25,55,1245008,88689,217370,470858,
"				  NE",N,CENTRAL NEBRASKA REGIONAL,GRI,9/30/22,3/24/23,72663,0,0,0,0,0,0,72663,24552,0,0,414830,0,78815,0,0,518197,590860,639953,0,0,0,130792,394605,0,108237,1273587,1864447,1137629,203845,73639,100315,257644,857620,2630692,2349302,4979994,-3115547,25671,-434780,2174322,302628,0,0,1218214,3286055,170508,28693479,28863988,451441,0,0,0,1385847,1837288,9520647,0,0,9520647,2350809,0,740614,3091423,3215227,0,0,1329092,1329092,63285,93727985,0.9,23252,1.15,16,41649,118132,465305,28200,
"				  ID",N,FANNING FIELD,IDA,9/30/22,12/29/22,374281,0,570138,0,0,0,0,944419,0,0,0,242576,0,58288,104487,0,405351,1349770,91433,67143,0,0,1798720,975707,0,291944,3224947,4574717,1562868,216671,358703,1440451,35244,576017,4189954,3062927,7252881,-2678164,9967,-82018,4238749,0,0,0,454574,4621272,1943108,49263473,51206581,67774,1552711,0,0,639503,2259988,0,4880804,0,4880804,0,0,0,0,3829477,0,0,0,0,315773,370072596,1.42,29456,2.99,21,580050,425840,484235,121361,
"				  MN",N,ST CLOUD REGIONAL,STC,12/31/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  MT",N,SIDNEY-RICHLAND MUNICIPAL AIRPORT,SDY,6/30/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  TN",S,MEMPHIS INTL,MEM,6/30/22,12/28/22,2858000,0,1.2409E+7,0,676000,0,0,15943000,3.0578E+7,0,1280000,9832000,0,299000,0,5318000,47307000,63250000,348000,853000,888000,2077000,1.1157E+7,2.079E+7,0,0,36113000,99363000,3.1447E+7,5724000,5895000,1.3843E+7,2509000,2671000,62089000,5.0384E+7,112473000,-13110000,9889000,-1.32E+07,8002000,9259000,0,0,87817000,101782000,88672000,7.7131E+8,8.59982E+8,2.26838E+8,1.173E+7,344000,0,7890000,246802000,485645000,15245000,0,500890000,61693000,0,269284000,330977000,61305000,0,1065000,4.0755E+7,4.0755E+7,2069142,2.65884637E+10,1.27,216530,7.71,311,9962000,4288000,2.1525E+7,196000,
"				  VA",N,SHENANDOAH VALLEY REGIONAL,SHD,6/30/22,12/23/22,16803,0,12296,0,57661,0,21754,108514,0,1008,96913,405295,0,692621,29200,21109,1246146,1354660,61941,0,0,0,126207,12412,0,37000,237560,1592220,1202745,136559,16241,328162,103502,408589,2195798,1548583,3744381,-2152161,3361,-81186,1816667,69173,2604218,396500,390675,5199408,3047247,22700298,25747545,3734370,168345,25000,0,249184,4176899,2067115,0,0,2067115,113252,0,0,113252,2093287,0,0,161631,0,0,0,0,0,0,0,11871,19297,297717,170667,
"				  WA",N,FRIDAY HARBOR,FHR,12/31/22,3/16/23,47014,0,36479,0,44047,0,0,127540,0,0,0,150139,0,3478,0,0,153617,281157,303215,0,0,0,0,59525,0,32625,395365,676522,345014,59061,53185,278128,40858,39847,816093,0,816093,-139571,0,0,558603,48918,0,0,0,607521,467950,0,0,0,0,0,0,674865,674865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  FL",N,DAYTONA BEACH INTL,DAB,9/30/22,3/29/23,425053,0,1399753,0,154840,0,0,1979646,0,0,0,782696,0,241707,90385,0,1114788,3094434,3987634,124897,103027,57666,1801139,1750073,0,110998,7935434,11029868,4716447,1052363,248364,4074555,866232,985953,11943914,9234595,21178509,-10148641,92919,-200639,8021548,1105585,496130,0,383471,9899014,-249627,163602153,1.6335252E+8,3531,459983,185747,0,0,649261,10660000,0,0,10660000,0,0,1559186,1559186,40061020,0,0,980493,99951,296371,2800,1.35,284774,6.68,55,2116703,1175194,819737,771456,
"				  MI",N,CHIPPEWA COUNTY INTL,CIU,12/31/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  AS",N,PAGO PAGO INTL,PPG,9/30/22,,58320,0,1091933,0,0,0,0,1150253,0,0,0,0,17465,0,0,0,17465,1167718,0,0,0,0,0,25412,74812,0,100224,1267942,1163514,546766,3417,138154,0,57670,1909521,5438802,7348323,-6080381,0,0,13916075,47951,0,0,0,13964026,7883645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19278,3954294,3.5,2492,59.67,0,0,0,0,0,
"				  FL",M,SOUTHWEST FLORIDA INTL,RSW,9/30/22,3/29/23,12773049,0,21278451,0,4403496,0,-9813360,28641636,464949,199601,703441,1671373,0,10505267,0,2002967,15547598,44189234,6194746,5536834,4136664,793298,3.6546E+7,23700877,0,2232598,79141017,123330251,44057236,5533069,12072754,2.104613E+7,2356576,2380799,87446564,25218251,112664815,10665436,4492685,-11895817,14689394,21264856,4.004671E+7,1889598,-1397622,69089804,79755240,661701071,741456311,7193241,88934012,140007,214495,1143720,97625475,465510379,9007909,0,474518288,13472798,0,27177877,40650675,184509415,260403395,2087970,1.9424E+7,1.9424E+7,5571537,6153295,2.17,97213,5.14,375,8639410,6421900,16654826,656091,
"				  ME",N,AUGUSTA STATE,AUG,12/31/22,3/7/23,22491,0,89565,0,0,0,0,112056,0,0,57588,0,0,10304,0,0,67892,179948,18244,2000,0,0,14300,200,0,0,34744,214692,419042,73933,39565,52513,10740,0,595793,0,595793,-381101,0,0,0,0,0,0,0,0,-381101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5695,0,0,22395,19.68,0,0,0,0,0,
"				  ND",N,MINOT INTL,MOT,12/31/22,6/29/23,507503,0,968188,0,8619,0,57995,1542305,37710,0,50716,92456,0,114386,0,4975,300243,1842548,75530,154122,0,15960,663614,1626548,0,296656,2832430,4674978,2005285,546847,119090,423496,54635,1613996,4763349,5638000,10401349,-5726371,151091,-471126,510525,587751,43357,0,830416,1652014,-4074357,7.694649E+7,72872136,156843,45813,0,0,13156,215812,22851318,0,0,22851318,2567742,0,1905966,4473708,0,0,0,2032613,1444862,137312,158420,2.35,35040,11.23,22,0,290950,0,21146,
"				  AZ",N,GRAND CANYON NATIONAL PARK,GCN,6/30/22,1/30/23,36800,0,56537,0,1479,0,135147,229963,0,0,43162,4849,0,45017,0,870,93898,323861,148059,0,26117,0,0,30063,0,61269,265508,589369,26823,52528,43420,210922,0,924499,1258192,0,1258192,-668823,0,0,0,0,0,0,0,0,-668823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92324,94159425,1,50424,2.49,11,15916,474262,738802,2389,
"				  MN",N,DULUTH INTL,DLH,12/31/22,6/29/23,269617,0,1078257,0,0,0,0,1347874,35151,22369,0,1160856,0,161817,98542,101028,1579763,2927637,244927,-8714,15693,96156,450289,1314782,0,482716,2595849,5523486,2659024,903778,753689,1168790,100844,95617,5681742,10743651,16425393,-10901907,174895,-160433,13755967,472112,1067962,0,-9027,15301476,4399569,114109897,118509465,9606423,0,119123,0,3808044,13533590,0,5095000,0,5095000,0,0,2503954,2503954,7949225,0,-9026,1080434,0,121316,144338975,2.08,61302,11.11,23,352729,0,1182826,178054,
"				  LA",N,BATON ROUGE METRO,BTR,12/31/22,6/23/23,703322,0,3536778,0,0,0,0,4240100,0,0,107446,1037160,0,317823,124100,40217,1626746,5866846,2171610,148288,72655,333623,2224279,3166440,0,712484,8829379,14696225,6299194,1274621,872739,4970296,1023230,0,14440080,12859912,27299992,-12603767,996547,-1999857,2145799,1404230,1935913,0,2239928,6722560,-5881207,183727601,177846393,0,0,0,1995482,30358,2025840,50441189,0,0,50441189,2142751,0,0,2142751,13425899,0,530892,1975000,800000,335983,406357718,2.18,62296,12.62,62,0,3590727,1428623,288538,
"				  HI",N,MOLOKAI,MKK,6/30/22,2/9/23,86137,0,43805,0,250,0,0,130192,0,0,4194,2287,3309,0,0,588,10378,140570,30630,0,0,-36096,301447,0,0,2783,298764,439334,3227277,115106,129035,921035,51695,1492228,5936376,1605646,7542022,-7102688,46389,-509117,970580,0,0,0,108669,616521,-6486167,0,0,50616,16,0,0,433851,484483,0,0,0,0,0,0,0,0,0,1923278,0,387748,387748,84444,37434,0,30867,1.54,14,422559,1054142,984996,0,
"				  OR",N,KLAMATH FALLS,LMT,6/30/22,10/24/22,0,0,0,0,0,0,0,0,10518,45504,89137,237830,0,56482,0,68856,508327,508327,0,0,169,40154,2640,0,0,1408291,1451254,1959581,566769,123510,209989,82701,140862,0,1123831,0,1123831,835750,12709,0,2488359,0,0,0,3124,2504192,3339942,68848061,72188003,2756183,0,0,0,0,2756183,0,0,0,0,0,0,52022,52022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  KY",S,LOUISVILLE INTL,SDF,6/30/22,11/11/22,2586726,0,7664599,0,2147596,0,0,12398921,20590806,78896,6739253,2627874,0,249984,142593,687119,31116525,43515446,3905850,1999558,1209729,859484,7944552,1.458415E+7,0,1897473,32400796,75916242,1.580986E+7,4728181,2332837,12719079,578940,4206765,40375662,22553217,62928879,12987363,644695,-4670311,32610513,7635961,0,0,1700362,37921220,50908583,522692599,573601182,1.829833E+7,17626662,6255758,0,46131000,88311750,127690000,0,0,127690000,38355985,0,3001562,41357547,50939950,0,824203,24734993,24734993,1916194,20390620703,1.14,179386,6.47,125,366764,3290680,6359972,4944596,
"				  MA",N,NANTUCKET MEMORIAL,ACK,6/30/22,1/1/23,740306,0,652865,0,59700,0,0,1452871,44221,1152607,3070291,262053,0,5059435,83620,37500,9709727,11162598,1616052,118039,0,755241,841526,262695,0,278662,3872215,15034813,4840691,571378,650377,2586052,212379,4061046,12921923,3056685,15978608,-943795,61950,-433940,13289337,629009,0,0,241775,13788131,12844336,76422408,89266744,8737317,619399,0,0,8609087,17965803,5938225,8717200,0,14655425,1933560,0,480582,2414142,21305485,0,0,823488,573488,139143,2.826322E+8,14.68,66196,10.44,36,538867,995547,413426,10688,
"				  OK",N,LAWTON FT SILL REGIONAL,LAW,6/30/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  MO",N,JOPLIN MUNI,JLN,10/31/22,7/7/23,13680,0,21077,0,3310,0,0,38067,0,0,40539,147872,0,0,16300,36950,241661,279728,249089,0,0,0,88200,0,0,16634,353923,633651,574253,232217,331185,80673,76180,193072,1487580,1721714,3209294,-2575643,0,0,3551926,108947,0,0,727557,4388430,1812787,48389413,5.02022E+7,2227600,41488,57128,0,419676,2745892,0,0,0,0,0,0,0,0,0,0,0,0,0,22110,0,0,0,1.72,12,78835,0,61558,0,
"				  OK",S,TULSA INTL,TUL,6/30/22,12/20/22,5495436,0,6564645,0,0,0,196856,12256937,1540863,43365,757872,2385227,0,810954,124410,265164,5927855,18184792,540802,851593,1198700,1155664,5867806,9939673,201762,3086336,22842336,41027128,12215735,1831346,2076558,5980524,790933,1455247,24350343,16581324,40931667,95461,-1785164,-5939543,10252318,5322922,200004,0,-397240,7653297,7748758,0,0,11562422,4084442,190536,0,0,15837400,147804867,0,0,147804867,766963,0,7633061,8400024,32303037,58136196,64860,14105205,9850640,1335340,1988499721,3.62,87757,9.18,134,3659052,940341,7169619,406508,
"				  GA",S,SAVANNAH INTERNATIONAL,SAV,12/31/22,5/18/23,5314625,0,6395976,0,80402,0,0,11791003,193439,0,657530,279880,0,830857,0,0,1961706,13752709,2355712,1398383,1229760,2501644,7520321,11321792,2189810,46536,28563958,42316667,1.548224E+7,1643916,8681243,1655938,1027963,2004865,30496165,13550797,44046962,-1730295,2160586,0,23007244,7521835,0,0,5193963,37883628,36153333,269103808,305257141,3685866,9032800,32520,1205,16584987,29337378,0,0,0,0,0,0,31927250,31927250,110372108,0,0,0,0,1765312,2098103,3.2,116420,6.68,215,3536112,0,1953172,4317022,
"				  MT",N,HELENA REGIONAL,HLN,6/30/22,12/30/22,104889,0,322198,0,0,0,0,427087,0,119722,46711,166364,0,110626,0,84940,528363,955450,1631662,33641,0,27965,623497,395763,0,416006,3128534,4083984,2169589,414222,197417,105631,151768,545316,3583943,2510063,6094006,-2010022,384906,-297975,3045535,328717,1017946,0,100034,4579163,2569141,64808238,67377379,1773380,51836,0,548468,858903,3232587,0,7611583,0,7611583,0,0,66274861,66274861,1041971,0,0,1129295,0,87048,1.0488872E+8,1,45317,4.91,23,136000,36000,327484,19162,
"				  MO",N,CAPE GIRARDEAU REGIONAL,CGI,6/30/22,12/9/22,19411,0,0,0,0,0,0,19411,0,0,0,216126,0,461164,0,327860,1005150,1024561,68719,4800,0,0,0,0,0,0,73519,1098080,844292,156117,177366,386900,66484,81025,1712184,0,1712184,-614104,8620,-19117,0,0,437907,-23,2514,429901,-184203,-915476,-1099679,148065,644480,0,0,44545,837090,0,0,0,0,504731,0,0,504731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  VA",N,ROANOKE REGIONAL,ROA,6/30/22,12/21/22,885033,0,789006,0,223579,0,0,1897618,355740,26982,535599,650205,0,26969,113886,24643,1734024,3631642,459157,0,97351,188208,1586713,2966754,0,45018,5343201,8974843,4079229,765687,211875,1118557,253549,800468,7229365,7083236,14312601,-5337758,209246,-175959,10766081,1158034,0,0,555951,12513353,7175595,123996936,131172531,5070370,82529,1120231,19706,1902011,8194847,8586849,0,0,8586849,1041400,0,15372329,16413729,24803853,4664491,0,548953,0,284066,474401647,2.55,37763,6.68,60,326270,1019584,522615,409660,
"				  LA",N,ALEXANDRIA INTERNATIONAL,AEX,6/30/22,1/12/23,263265,0,75701,0,69600,0,0,408566,0,0,308408,187090,0,362623,91760,0,949881,1358447,7163542,6000,0,13180,954924,691835,0,910896,9740377,11098824,2887203,1110668,562383,2939285,584681,3364805,11449025,7183597,18632622,-7533798,22546,-56160,7015935,439815,0,0,0,7422136,-111662,223746187,223634526,193340,29992,0,4750606,1879330,6853268,2104000,0,0,2104000,1159179,0,0,1159179,11555555,0,0,437351,0,127176,16363809,1.08,28840,3.21,30,418219,1378183,2061477,140450,
"				  MI",N,MUSKEGON COUNTY,MKG,9/30/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  AR",N,HOT SPRINGS MEMORIAL FIELD,HOT,12/31/22,4/24/23,1771,0,0,0,49676,0,0,51447,0,0,0,654764,71643,2771621,0,23792,3521820,3573267,177940,3972,0,12,0,0,0,171974,353898,3927165,1015180,145620,2024974,337865,118885,210475,3852999,1175581,5028580,-1101415,30373,0,359399,0,0,-154084,0,235688,-865727,25586507,2.472078E+7,216716,0,0,0,136739,353455,0,0,0,0,0,0,0,0,2913638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  UT",N,VERNAL RGNL,VEL,12/21/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  SC",N,HILTON HEAD,HXD,6/30/22,12/20/22,299912,0,1824716,0,0,0,0,2124628,0,0,867472,198955,0,0,52730,0,1119157,3243785,0,17280,0,0,1299507,180968,0,0,1497755,4741540,1325915,148263,82291,1257628,0,368437,3182534,315389,3497923,1243617,508,-66450,4164930,549911,0,0,0,4648899,5892516,14001982,0,0,282722,0,0,4135316,4418038,2420505,5496780,0,7917285,0,0,0,0,0,0,0,0,0,164419,207722564,1.31,42889,12.92,15,307936,525891,7029000,208613,
"				  TN",M,NASHVILLE INTL,BNA,6/30/22,12/23/22,12699172,0,40686481,0,1887079,0,939278,56212010,1821527,0,2447898,2837901,0,810410,0,437206,8354942,64566952,7286070,7829394,6166452,7134768,20451716,89074136,0,2892373,140834909,205401861,37111376,6472434,4774968,50481567,2066603,9270580,110177528,75713931,185891459,19510402,-4934362,-50107131,25587287,35678032,317550,0,13949882,20491258,40001660,759393503,799395162,7792850,163808675,47500201,13490378,6392875,238984979,1115820000,100008622,2.432991E+7,1240158532,149700691,0,185673594,335374285,456741178,0,0,59048485,18263141,9217710,1.104336E+7,2.04,244622,6.1,319,10125479,2636417,2854818,1360185,
"				  CT",N,TWEED-NEW HAVEN,HVN,6/30/22,6/21/23,10193,0,3230,0,0,0,52947,66370,0,1102643,0,0,0,107603,51192,0,1261438,1327808,117470,37139,0,0,170294,1817099,0,59525,2201527,3529335,1829403,282626,410175,2770893,106012,2576188,7975297,2397187,10372484,-6843149,4602,-19024,5233110,999348,22689019,0,3100327,32007382,25164233,2787133,27951366,0,0,0,0,11778723,11778723,0,7466072,0,7466072,0,0,173179,173179,1132083,0,0,0,0,150634,159529826,2,35102,0.44,37,290542,594241,361301,2415,
"				  MI",N,MANISTEE COUNTY-BLACKER,MBL,9/30/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  WA",N,PULLMAN/MOSCOW REGIONAL,PUW,12/31/22,6/30/23,90039,0,55104,0,0,0,0,145143,0,0,0,140872,0,33720,0,0,174592,319735,47079,0,0,6600,104944,340270,0,19068,517961,837696,651488,115151,75651,221839,82694,74946,1221769,1225719,2447488,-1609792,0,-65946,0,0,0,0,0,-65946,-1675738,173732285,182609712,2815014,9493097,0,0,0,12308111,0,8265000,0,8265000,0,0,309849,309849,27360,0,0,0,0,72269,62870483,0,21900,2.01,8,0,99572,40955,93897,
"				  CO",L,DENVER INTL,DEN,12/31/22,6/28/23,142633138,0,2.0817007E+8,0,340414,10438603,1605869,363188094,6953594,204484,512960,12742238,38238221,14723325,1052979,0,74427801,437615895,3961297,44573656,22830644,30041729,88325844,2.2619042E+8,65078471,11567320,492569381,930185276,185289145,3.066708E+7,26388016,210069332,5649721,84492690,542555984,274185757,816741741,113443535,-107087021,-257068813,75045864,132708748,0,0,15310349,-141090873,-27647338,1572015887,1544368549,45689193,406224752,24746566,55209694,22789550,554659755,8008675898,0,0,8008675898,499829510,0,0,499829510,1235283948,3001943443,1035174,488878248,228640202,34642858,3.917088013E+10,4.16,615733,10.48,1083,42078929,2.448947E+7,47095314,968287,
"				  WA",S,SPOKANE INTL,GEG,12/31/22,6/29/23,4662347,0,8560830,0,171150,0,0,13394327,1335743,0,278493,1386543,0,1002502,0,19532,4022813,17417140,838774,1542262,321233,341477,8320971,18002014,588101,1358305,31313137,48730277,11978253,2158354,5678521,9331846,639988,4812154,34599116,28182577,62781693,-14051416,2653521,0,27159246,7601519,0,0,2513658,39927944,25876528,343559689,369254044,3379792,24021743,3424847,9861997,1988065,42676444,0,0,0,0,0,0,23237608,23237608,58830982,0,0,0,0,1965335,2730479883,2.16,66720,6.82,108,3387314,2264659,0,1041266,
"				  WY",N,LARAMIE REGIONAL,LAR,6/30/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  WA",N,ORCAS ISLAND,ORS,12/31/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  MO",N,BRANSON,BBG,12/31/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
