"	State",Hub Size,Airport Name,LOC_ID,FYE,Date Filed,Passenger airline landing fees,Landing Fee (from Obsolete form FAA-5100-127),Terminal arrival fees - rents - utilities,Terminal/International arrival area rental or other charge (form Obsolete form FAA-5100-127), Terminal area apron charges/tiedowns,Federal Inspection Fees,Other passenger aeronautical fees,Total Passenger Airline Aeronautical Revenue,Landing fees from cargo,Landing fees from GA and military, FBO revenue - contract or sponsor-operated,Cargo and hangar rentals,Aviation fuel tax retained for airport use,Fuel sales net profit/loss or fuel flowage fees,Security reimbursement from Federal Government,Other non-passenger aeronautical revenue,Total Non-Passenger Aeronautical Revenue,Total Aeronautical Revenue,Land and non-terminal facility leases and revenues,Terminal-food and beverage,Terminal-retail stores and duty free,Terminal-services and other,Rental cars-excludes customer facility charges,Parking and ground transportation,Hotel,Other Non-Aeronautical Revenue,Total Non-Aeronautical Revenue,Total Operating Revenue,Personnel compensation and benefits,Communications and utilities,Supplies and materials,Contractual services,Insurance claims and settlements,Other Operating Expenses,Subtotal - Operating Expenses,Depreciation,Total Operating Expenses,Operating Income,Interest Income,Interest expense,Grant receipts,Passenger Facility Charges,Capital Contributions,Special items (loss),Other Non-Operating Revenue,Total Non-Operating Revenue,Change in net assets,Net assets (deficit) at beginning of year,Net assets (deficit) at end of year,Airfield,Terminal,Parking,Roadways - Rail - Transit,Other Capital Expenditures,Total Capital Expenditures,Long Term Bonds,Loans and interim financing,Special facility bonds,Total Debt at End of Year,Restricted debt reserves,Restrictions for renewals and replacements,Restricted other,Total Restricted Assets,Unrestricted Cash and Investments,Bond proceeds,Proceeds from sale of property,Debt service (excluding coverage),Debt service (net of PFCs and offsets),Enplanements,Landed weights in pounds,Signatory landing fee rate per 1000 lbs,Annual aircraft operations,Passenger airline cost per enplanement,Full time equivalent employees at end of year,Security and law enforcement costs,ARFF costs,Repairs and maintenance,Marketing - Advertising - Promotions,
"	MT",S,GALLATIN FIELD,BZN,6/30/13,1/6/14,571021,0,781736,0,27836,0,0,1380593,15961,104616,43836,31209,0,116616,131193,13500,456931,1837524,595198,267778,297215,266167,2095095,1904862,0,603462,6029777,7867301,2436835,584060,723770,82813,76045,110480,4014003,3808951,7822954,44347,269044,-653486,3190891,1696972,-1886625,0,-38597,2578199,2622546,84534287,87156833,82868,53936,81934,49552,516365,784655,15510000,0,0,15510000,1855611,0,1324128,3179739,11395558,0,0,-653486,0,440203,5.25074E+8,1,14576,3.14,31,610048,747929,490896,19060,
"				  ND",N,JAMESTOWN REGIONAL AIRPORT,JMS,12/31/13,2/14/14,107251,0,52438,0,0,0,0,159689,1500,0,0,0,0,0,34060,0,35560,195249,353342,0,0,0,0,0,0,281145,634487,829736,233891,46950,168486,0,0,0,449327,853780,1303107,-473371,413,-20263,321131,0,0,0,0,301281,-172090,0,0,94000,0,0,0,0,94000,0,293486,0,293486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34060,26201,12334,15241,
"				  ND",N,DEVILS LAKE REGIONAL,DVL,12/31/13,4/25/14,11092,0,166164,0,0,0,0,177256,0,0,18730,0,0,0,0,0,18730,195986,5000,0,0,0,0,0,0,115930,120930,316916,227296,35564,668,7500,7785,11839,290652,0,290652,26264,52,0,6828256,0,0,0,0,6828308,6854572,0,0,7616948,0,0,0,0,7616948,0,0,0,0,-380411,0,0,-380411,150335,0,0,0,0,0,0,0,0,0,0,0,0,29356,18486,
"				  SD",N,WATERTOWN MUNI,ATY,12/31/13,4/30/14,9276,0,42762,0,0,0,0,52038,0,0,9473,26653,0,3145,0,6032,45303,97341,3566,500,0,0,0,0,0,0,4066,101407,215829,40233,48301,31115,26993,75196,437667,565965,1003632,-902225,0,0,991355,0,0,0,260088,1251443,349218,20093301,20442519,208644,0,0,0,759651,968295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  WI",N,GREEN BAY AUSTIN STRAUBEL INTERNATIONAL AIRPORT,GRB,12/31/13,4/7/14,436016,0,1634770,0,0,0,49439,2120225,9504,0,198939,60715,0,0,0,5937,275095,2395320,112299,75516,95448,69499,1095049,2294693,46473,21855,3810832,6206152,1807125,830221,879124,1827307,102467,120451,5566695,5260836,10827531,-4621379,23977,-752995,745911,1173963,13290,0,0,1204146,-3417233,85086343,8.166911E+7,561354,0,0,0,0,561354,19074348,0,0,19074348,200029,0,0,200029,6175458,0,0,1886765,722557,305753,385191588,1.23,48583,6.93,26,346299,541646,658560,162105,
"				  MN",N,FALLS INTL,INL,12/31/13,12/29/14,11592,0,40116,0,0,0,0,51708,0,0,11517,0,0,0,0,0,11517,63225,27700,0,0,0,0,0,0,0,27700,90925,0,65775,10453,313486,0,0,389714,0,389714,-298789,24,0,630631,65592,0,0,0,696247,397458,0,0,183600,0,0,0,0,183600,0,0,0,0,0,0,0,0,0,0,0,0,0,13582,0,0.38,0,3.81,0,48215,252,135853,18710,
"				  MI",L,DETROIT METRO  WAYNE,DTW,9/30/13,1/24/14,62828901,0,87363226,0,0,0,721485,150913612,2093143,0,239506,3902112,0,0,0,0,6234761,157148373,1326518,1.287695E+7,11663008,6971178,20160427,65425662,0,10932352,129356095,286504468,71655786,26274068,7395775,47850029,2298116,35942678,191416452,133334409,324750861,-38246393,1591238,-76972438,1353122,61705013,2.739506E+7,-5458296,-7508813,2104886,-36141507,435196588,399055081,77741309,469075,4095273,4149733,19250152,105705542,2093301269,5273582,0,2098574851,275153224,0,37205167,312358391,74652187,0,0,167279621,104441324,16077652,20628860526,3.14,425623,9.39,594,22738936,7456571,31333637,233354,
"				  MN",N,Brainerd Lakes Regional,BRD,12/31/13,3/20/14,35734,0,58099,0,0,0,0,93833,0,0,22737,281950,0,29978,0,4194,338859,432692,78955,11108,0,0,0,0,0,312500,402563,835255,441119,99020,96718,0,39823,47567,724247,0,724247,111008,3521,0,470409,58071,0,0,0,532001,643009,0,0,189798,0,0,0,19051,208849,0,206903,0,206903,0,0,0,0,1414595,0,0,0,0,0,0,0,0,0,0,0,0,53665,34371,
"				  MN",N,BEMIDJI REGIONAL AIRPORT,BJI,12/31/13,6/7/14,24692,0,85219,0,0,0,0,109911,0,0,67157,12105,0,18326,0,0,97588,207499,46605,507,0,5610,0,0,0,0,52722,260221,324484,115599,68193,190103,23787,157872,880038,1501940,2381978,-2121757,563,-38296,895281,84326,425000,0,30185,1397059,-724698,27645474,26896838,0,0,468024,0,281251,749275,1230000,0,0,1230000,0,0,0,0,471772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  SD",N,PIERRE REGIONAL,PIR,12/31/13,8/24/14,37772,0,100432,0,0,0,22723,160927,0,0,0,23175,0,18164,32624,0,73963,234890,22686,11358,0,0,0,0,0,130,34174,269064,353083,87389,70418,234171,0,0,745061,1393982,2139043,-1869979,0,0,1281593,63520,0,0,365,1345478,-524501,0,0,0,341060,0,0,1676466,2017526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  MN",N,DULUTH INTL,DLH,12/31/13,7/30/14,249025,0,686445,0,23319,0,0,958789,20064,20817,10051,218295,0,185684,103779,67987,626677,1585466,545267,46943,3194,1388,458386,899338,0,305842,2260358,3845824,1684200,652087,363379,506574,207218,580596,3994054,8246766,12240820,-8394996,38533,279012,9225066,620914,979091,-3000917,-192439,7949260,-445736,112061824,111262082,2001271,5.306829E+7,1242808,0,4621348,60933717,0,14180004,0,14180004,0,0,10961679,10961679,0,0,0,546666,0,159879,186748777,1.13,53716,6,20,178670,0,507827,133453,
"				  MN",N,ROCHESTER INTL,RST,12/31/13,4/28/14,150281,0,478531,0,74673,0,0,703485,55123,102066,129511,281927,0,182527,93860,591747,1436761,2140246,332039,15728,0,21580,293339,412301,0,57099,1132086,3272332,1822792,409312,450661,441031,165083,108809,3397688,11573,3409261,-136929,13487,0,1132621,441871,0,0,55415,1643394,1506465,0,0,301696,316884,0,0,858565,1477145,0,0,74786,74786,0,0,2814471,2814471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  MN",L,MINNEAPOLIS-ST PAUL INTL,MSP,12/31/13,6/25/14,53843177,0,53292495,0,8486147,0,0,115621819,2374474,1025715,2174246,7847703,0,1162200,0,-7723567,6860771,122482590,10190946,14797384,8434509,4657079,17817027,84384042,0,12593076,152874063,275356653,71106955,1.863272E+7,1407247,35967621,1652262,18090472,146857277,1.2803181E+8,274889087,467566,7066177,-64791643,32442905,65290602,923672,0,4347703,45279416,45746982,121902448,167649431,1635315,1.0347971E+8,576641,0,4157397,109849063,1463880000,26115000,0,1489995000,389886000,0,0,389886000,236356000,0,0,115157026,87622248,16935164,22074647,2.59,431418,6.83,566,14518996,6736151,2.93054E+7,826241,
"				  ND",N,MINOT INTL,MOT,12/31/13,5/12/14,205833,0,265209,0,5994,0,12142,489178,13321,19248,14717,36258,0,202019,0,0,285563,774741,71340,53162,0,111253,1187199,1748802,0,0,3171756,3946497,1148739,200558,171408,668518,10825,479022,2679070,2365363,5044433,-1097936,8914,-83485,22703,1395520,13489201,0,10632,14843485,13745549,40021902,53767451,7444678,2823666,428717,20966,4249156,14967183,12505000,0,0,12505000,1017148,0,925887,1943035,16255694,1.2505E+7,6838,0,0,222083,277393,0,34068,2.2,18,0,243114,287546,14993,
"				  ND",N,GRAND FORKS INTL,GFK,12/31/13,4/13/16,365066,0,518438,0,0,0,0,883504,342642,0,196055,150591,0,300267,77727,258402,1325684,2209188,94440,52596,7681,75088,344204,859538,0,514677,1948224,4157412,1647334,332144,150084,254678,0,719470,3103710,3524069,6627779,-2470367,35187,0,3781235,603317,1167631,0,365,5587735,3117368,45847247,49484633,4599160,45056,1384759,-1595,1672892,7700272,6380000,0,0,6380000,729000,0,0,729000,0,2410000,0,432918,0,148802,365100008,2.08,345964,5.94,25,223425,531337,263407,120998,
"				  ND",N,BISMARCK MUNI,BIS,12/31/13,4/22/14,868761,0,639727,0,0,0,82786,1591274,11420,0,0,0,0,179974,55839,79847,327080,1918354,424652,77450,0,32276,1050236,1319660,0,17364,2921638,4839992,1491568,291808,254889,1134545,43298,914124,4130232,2941962,7072194,-2232202,7382,0,3170147,973303,0,0,136780,4287612,2055410,73094095,75149504,4891629,0,0,0,-5703,4885926,0,0,0,0,0,0,0,0,5844384,0,0,0,0,237683,267580986,1.1,51677,6.69,21,148931,438606,595370,136612,
"				  OH",S,AKRON-CANTON REGIONAL,CAK,12/31/13,4/28/14,1670953,0,849874,0,105310,0,0,2626137,0,59130,170984,358145,0,124126,109500,33876,855761,3481898,362829,224517,0,95906,1866661,5990096,0,208984,8748993,12230891,3683975,880725,823674,1381656,70008,1853890,8693928,7582196,16276124,-4045233,10785,-276206,5402993,3605157,0,0,0,8742729,4697496,165994751,170692247,7859140,436325,1638667,195876,945456,11075464,16348571,5508000,0,21856571,1383550,0,3500507,4884057,9422346,0,0,2043081,1159333,864927,982913429,1.7,75044,3.04,50,1173720,75044,215084,1644377,
"				  MN",N,CHISHOLM-HIBBING,HIB,12/31/13,7/27/16,12016,0,62509,0,0,0,0,74525,0,0,21109,124370,0,1197046,8020,0,1350545,1425070,71446,471,0,0,0,0,0,60483,132400,1557470,571346,131694,39689,31206,79046,1229796,2082777,1049787,3132564,-1575094,3507,25151,803099,38061,0,0,710894,1580712,5618,1.909231E+7,19097928,279079,235206,0,0,1599368,2113653,0,3422765,0,3422765,576494,0,0,576494,0,0,0,0,0,11420,0,0.35,0,6.53,0,0,0,0,0,
"				  IN",N,GARY/CHICAGO,GYY,12/31/13,9/28/15,82344,0,8972,0,45104,0,52737,189157,0,0,0,0,0,203272,874377,0,1077649,1266806,0,0,0,0,0,0,0,0,0,1266806,1041401,542408,76544,5573207,176647,33697197,41107404,0,41107404,-39840598,33589,0,9324675,0,0,0,16592383,25950647,-13889951,0,0,1.315467E+7,0,0,16188437,39667,29382774,0,0,7865000,7865000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  TX",S,EL PASO INTL,ELP,8/31/13,11/3/14,3931457,0,5761465,0,485759,0,0,10178681,0,0,134264,2416325,0,461954,141880,82994,3237417,13416098,5651568,756390,869136,622571,4481276,6236539,1602161,2649185,22868826,36284924,1.683553E+7,2147743,1912268,6151609,440882,136998,27625030,15362687,42987717,-6702793,-42885,-1076553,164769,5465342,0,0,1572084,6082757,-620036,220244527,220048205,580470,2333218,0,12102941,2889638,17906267,19809474,0,0,19809474,9752241,0,22030399,31782640,36357577,0,162858,2221553,0,1390274,2.51557986E+9,1.75,91775,7.32,225,3726992,2053882,556529,143537,
"				  OH",M,CLEVELAND-HOPKINS INTL,CLE,12/31/13,8/5/14,26674744,0,37363945,0,0,253169,0,64291858,2035100,2315127,261690,3018536,0,175167,506410,0,8312030,72603888,4040609,2546952,1953048,3083169,9754922,15280543,300000,4186921,41146164,113750052,28119819,5745098,3532651,15993442,1130894,12641790,67163694,50865155,118028849,-4278797,257275,-3.24E+07,16741501,17716374,0,0,-4895373,-2539203,-6818000,3.77503E+8,3.70685E+8,23872835,12005474,11912836,1324356,3577336,52692837,815524999,0,0,815524999,119552000,0,137123000,256675000,114010000,5.8E+7,0,67104996,42516996,4525612,5732142,5,166244,14.21,397,6384489,4515362,3815426,526768,
"				  OH",M,PORT COLUMBUS INTL,CMH,12/31/13,7/1/14,1.176699E+7,0,11974434,0,3342899,0,0,27084323,12745,0,2235162,202612,0,792428,1128336,301664,4672947,31757270,813725,2272163,1387855,364727,9760062,29182644,592037,1206851,45580064,77337334,29196198,3293010,3396603,11553076,695700,7657655,55792242,31979896,87772138,-10434804,456384,-3717551,10891571,12238285,0,0,7015824,26884513,16449709,732582076,749031785,19619976,12386624,711731,1819802,9148603,43686736,79458248,25000000,0,104458248,20638557,0,0,20638557,86744785,0,69843,8237880,7959333,3114695,3846721281,4.46,127611,8.7,402,7340912,1553426,19013698,104848,
"				  OH",N,TOLEDO EXPRESS,TOL,12/31/13,6/16/14,0,0,340205,0,41194,0,0,381399,0,362613,647,1092976,0,339282,0,3898,1799416,2180815,433328,0,0,0,525593,461446,0,469549,1889916,4070731,1573640,776842,11220,1664664,138064,3368,4167798,6003596,10171394,-6100663,25598,-426001,9465305,745916,0,0,-397607,9413211,3312548,119124982,1.2243753E+8,9467840,486419,51000,0,158965,10164224,28967987,1000000,0,29967987,0,0,0,0,0,2650675,0,2911839,0,79484,221731829,1.96,43215,4.8,15,558957,558957,916976,210801,
"				  OH",N,YOUNGSTOWN-WARREN REGIONAL,YNG,12/31/13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  ND",N,HECTOR INTL,FAR,12/31/13,4/28/16,233640,0,439251,0,0,0,677016,1349907,23607,0,135185,182404,0,4753,80077,0,426026,1775933,393836,149445,77951,43908,961340,2259162,0,136607,4022249,5798182,1262246,420047,676569,106906,76647,126863,2669278,3188705,5857983,-59801,52103,-251131,5460096,1603338,0,0,923728,7788134,7728333,91607164,95883825,5167534,394190,166079,0,1126566,6854369,5540000,0,0,5540000,1031299,0,9524,1040823,15692461,0,0,656131,0,398677,413949027,0.55,83700,3.39,16,194938,576416,1802839,256096,
"				  OH",S,DAYTON INTL,DAY,12/31/13,7/1/14,1176141,0,4323924,0,10925,0,69228,5580218,67027,18923,0,763042,0,59772,0,0,908764,6488982,4000101,617842,732189,874495,3351626,12850599,0,2703593,25130445,31619427,12358237,2108725,1481428,13195376,169065,1353915,30666746,11854315,42521061,-10901634,108363,-2251555,7666032,5303195,0,0,0,10826035,-75599,275088257,275012658,8046735,7195020,32203,3609665,2134189,21017812,41328977,0,0,41328977,0,0,225405938,225405938,49606720,0,2500,3916555,0,1253287,1492566667,1.3,58572,4.45,142,3395126,2633195,2521314,640000,
"				  MA",N,NEW BEDFORD REGIONAL,EWB,6/30/13,11/8/13,15006,0,41813,0,5335,0,0,62154,0,0,77063,0,0,23952,0,82225,183240,245394,278059,36040,0,0,83010,88340,0,0,485449,730843,443840,67119,38868,1689,14276,51601,617393,0,617393,113450,0,0,8606264,0,0,0,9064428,17670692,17784142,0,0,8900000,0,0,0,0,8900000,812625,0,0,812625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  NH",N,LEBANON MUNI,LEB,12/31/13,10/6/14,200693,0,113551,0,38734,0,0,352978,0,152036,34358,63731,0,60219,0,14016,324360,677338,7263,2147,0,0,117739,14990,0,15383,157522,834860,402500,53566,165743,92413,18000,25973,758195,0,758195,76665,0,-264,0,45846,0,0,156477,202059,278724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66579,0,0,0,0,0,0,0,0,0,0,0,
"				  CT",M,BRADLEY INTL,BDL,6/30/13,10/28/13,11078879,0,1.029192E+7,0,3565213,9040,0,24945052,3247436,0,112768,3502012,0,288190,0,0,7150406,32095458,374462,1229798,1058022,1843413,8111797,12079417,412742,906855,26016506,58111964,1.78705E+7,5759662,1558815,13451474,284892,6586951,45512294,15762283,61274577,-3162613,269969,-6078385,7109016,10835842,0,0,5362911,17499353,14336740,300829106,315165848,19318454,6415522,0,312431,2974284,29020691,139310048,0,0,139310048,6993733,0,2112357,9106090,64285967,0,0,1.315393E+7,6132214,2653242,3852854,0,95525,9.4,121,5571704,5243701,11389059,881162,
"				  MA",L,GENERAL EDWARD LAWRENCE LOGAN,BOS,6/30/13,6/18/15,8.13814E+7,0,9.668618E+7,0,1982798,17291566,11410255,208752199,3532851,1618773,3656093,25720972,0,1212764,2350866,3800635,41892954,250645153,4957994,8592674,8286128,12186165,32089461,1.4185129E+8,7832603,17436336,233232651,483877804,113301551,23730733,9698376,65909428,5790152,64729498,283159738,174808482,457968220,25909584,8335899,-56630774,17686164,60104785,0,0,17239967,46736041,72645625,0,0,59597276,49725635,3442979,44428635,150725325,307919850,1577705000,100000000,0,1677705000,159634000,0,74375000,234009000,165454000,0,93000,1.33556E+8,1.23245E+8,14621621,1.949488E+7,4.34,319338,14.28,710,25718355,15805324,8.022989E+7,2787662,
"				  CT",N,TWEED-NEW HAVEN,HVN,6/30/13,11/25/14,49935,0,45744,0,3510,0,25467,124656,0,109246,95449,0,0,76481,0,0,281176,405832,51002,10488,0,3630,188706,176542,0,3714,434082,839914,1243384,527365,211264,822941,76405,3714,2885073,0,2885073,-2045159,647,0,2700772,176291,0,0,0,2877710,832551,0,0,816303,194716,2315,41145,901016,1955495,0,0,0,0,0,0,0,0,0,0,0,0,0,37199,0,2,35259,3.35,19,3000,24058,153216,90914,
"				  MA",N,MARTHAS VINEYARD,MVY,6/30/13,12/2/13,219438,0,519974,0,353685,0,0,1093097,0,0,0,0,0,1164503,0,145205,1309708,2402805,1219545,0,0,0,0,102634,0,200539,1522718,3925523,1854309,334161,216389,215535,119024,609225,3348643,0,3348643,576880,7971,-9125,243855,0,0,0,0,242701,819581,35126108,0,69490,0,0,0,462094,531584,150000,0,0,150000,103272,0,163119,266391,3046194,0,0,59125,0,0,0,0,0,0,17,212816,0,153181,4772,
"				  MA",N,CAPE COD GATEWAY AIRPORT,HYA,6/30/13,10/17/14,258911,0,88565,0,0,0,0,347476,0,171518,417415,56773,0,1338624,136983,20649,2141962,2489438,223375,5600,4200,26963,780910,319949,0,215556,1576553,4065991,1423116,282198,215451,1051704,226442,253053,3451964,2351832,5803796,-1737805,55637,25850,1523911,190207,0,0,0,1795605,57800,70231405,70256627,780467,1423949,0,709504,970702,3884622,680000,0,0,680000,0,0,64808838,64808838,5447789,0,0,0,0,90332,7500,2,103857,3.85,25,216180,21071,368206,0,
"				  MA",N,NANTUCKET MEMORIAL,ACK,6/30/13,12/27/13,627947,0,590986,0,58050,0,0,1276983,0,1550502,426250,170983,0,1887311,32599,0,4067645,5344628,562297,138716,8992,59145,433341,349528,0,163930,1715949,7060577,3968115,399108,475417,1008821,226454,222843,6300758,2337481,8638239,-1577662,34075,-438560,969104,0,0,0,0,564619,-1013043,53903694,52890651,4296839,0,0,0,0,4296839,13898895,0,0,13898895,48703837,0,0,48703837,0,5988895,0,9587090,0,174193,0,2.75,126468,7.33,32,470671,680713,269915,3166,
"				  CT",N,GROTON-NEW LONDON,GON,6/30/13,10/25/13,23779,0,4010,0,21500,0,0,49289,0,0,307993,5300,0,75710,0,38788,427791,477080,6168,0,0,0,74542,0,0,2229,82939,560019,641760,107492,93284,51682,0,1267,895485,0,895485,-335466,0,0,528556,0,0,0,0,528556,193090,0,0,207164,0,0,0,48404,255568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8980,48623,650507,0,
"				  ME",N,NORTHERN MAINE REGIONAL,PQI,12/31/13,3/6/14,47289,0,60703,0,0,0,0,107992,9112,0,358764,73595,0,0,0,0,441471,549463,0,0,0,0,42262,41882,0,0,84144,633607,450221,142975,88573,2385,0,10828,694982,0,694982,-61375,0,0,239014,45990,0,0,25121,310125,248750,0,0,251593,0,0,0,0,251593,0,0,0,0,0,0,0,0,0,0,0,0,0,11555,0,2.19,0,9.35,7,0,0,119164,0,
"				  ME",S,PORTLAND INTL JETPORT,PWM,6/30/13,12/27/13,2361034,0,3449588,0,0,0,0,5810622,159583,125457,151617,115107,0,0,121483,180308,853555,6664177,261048,591550,559680,104452,3166417,6104937,0,1612167,12400251,19064428,3721925,1257122,746064,7221766,132569,124531,13203977,10893228,24097205,-5032777,140981,-6423647,6802933,3423073,6861123,0,0,10804463,5771686,112525123,109951459,7392978,4216617,68849,218770,0,11897214,123465000,0,0,123465000,14361001,0,3658785,18019786,9393245,0,0,7610145,4350132,818541,1034811,2.47,15092,7.1,47,1673438,1760109,909037,313338,
"				  NH",S,MANCHESTER,MHT,6/30/13,1/3/14,6128050,0,4985768,0,395005,0,0,11508823,2466506,117644,68378,125279,0,191169,532118,209081,3710175,15218998,1322133,619885,262893,88052,3167653,17272563,0,2110807,24843986,40062984,7869433,2618419,2018326,10445515,359224,717385,24028302,1.883216E+7,42860462,-2797478,304387,-6626209,6969831,4865492,7151330,0,-1433245,11231586,8434108,1.8384539E+8,185629595,5944054,1323574,325453,0,0,7593081,174175000,21156209,0,195331209,25485829,0,13017072,38502901,16423803,0,0,10673791,1.221872E+7,1218695,1831890229,4,0,9.44,75,2100088,1969988,570938,675994,
"				  NM",N,CAVERN CITY AIR TRML,CNM,6/30/13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  TX",N,DEL RIO INTERNATIONAL,DRT,/2013,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  NV",N,Henderson,HND,12/31/13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  NC",N,KINSTON REGIONAL JETPORT,ISO,6/30/13,10/9/14,38450,0,37868,0,0,0,0,76318,0,0,127074,31930,0,21639,0,21587,202230,278548,68647,125,0,0,175,0,0,245752,314699,593247,317019,203636,55611,51269,53492,250757,931784,0,931784,-338537,0,-13414,146033,0,0,0,-1944433,-1811814,-2150351,0,4.683298E+7,257753,0,0,0,0,257753,0,2303699,0,2303699,147286,0,0,147286,0,0,0,134441,0,0,0,0,0,0,0,0,0,0,0,
"				  TX",N,WICHITA FALLS MUNI,SPS,9/30/13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"				  VT",S,BURLINGTON INTL,BTV,6/30/13,12/27/13,1228421,0,1632543,0,218262,0,0,3079226,72405,4080,657041,609310,0,104310,173286,0,1620432,4699658,357433,93853,239821,64604,2010900,5859873,0,142292,8768776,13468434,3388470,1108215,558436,4225205,198291,1125640,10604257,6026159,16630416,-3161982,40051,-111,4703201,2284829,0,0,-212716,6815254,3653272,112567012,114283665,4822864,972400,111289,0,262184,6168737,46008958,1051892,0,47060850,4135859,0,8914244,13050103,0,0,0,4788853,2850155,604502,691658852,2,73402,5.09,44,1108716,0,1456645,193824,
"				  RI",M,THEODORE FRANCIS GREEN,PVD,6/30/13,10/28/13,8616022,0,11973004,0,728581,0,0,21317607,507082,249686,0,1332575,0,1028787,0,24945,3143075,24460682,1018420,2051510,1008195,390682,5111211,11433527,0,1506999,22520544,46981226,15247736,1778580,660922,4706969,591139,2213781,25199127,19360092,44559219,2422007,46874,-12667605,214377,7627745,6427035,0,-2915502,-1267076,1154931,0,0,2540317,471684,0,1906723,2484484,7403208,248850313,40311565,4.757E+7,336731878,0,0,47378971,47378971,47166819,0,0,2.442855E+7,20260357,1853705,2120624008,4.8,73341,11.5,148,4753996,2099382,1885377,354271,
"				  ME",S,BANGOR INTL,BGR,6/30/13,10/20/13,320371,0,582548,0,71924,0,0,974843,0,405577,4175472,179946,0,2139974,70459,51829,7023257,7998100,1413610,117603,79163,22377,1168641,1214640,21903,81,4038018,12036118,6435253,1262421,1292965,3023659,406559,10580,12431437,7932523,20363960,-8327842,496332,-292958,5108576,887443,0,0,193963,6393356,-1934486,0,116214992,5146264,113889,0,0,198802,5458955,6582748,5154483,0,11737231,0,0,314032,314032,14469028,3077615,22500,688189,0,232740,654006306,1.11,42657,4.19,85,273804,0,0,618723,
"				  CO",N,CORTEZ MUNICIPAL,CEZ,12/31/13,3/24/14,17658,0,22246,0,0,0,0,39904,0,0,3300,18717,21786,18860,0,0,62663,102567,13722,261,0,0,54930,0,0,862,69775,172342,114661,20116,11820,7319,12014,0,165930,0,165930,6412,81,0,2092642,35038,-136550,0,0,1991211,1997623,0,0,2225892,0,0,0,0,2225892,0,0,0,0,0,0,0,0,0,0,5026,0,0,0,0,0,0,0,0,0,0,0,0,
"				  WA",N,YAKIMA AIR TERMINAL,YKM,12/31/13,5/6/14,99627,0,177841,0,0,0,2741,280209,14527,0,151773,0,0,44930,65042,10748,287020,567229,138471,5511,1086,0,111984,185493,0,9055,451600,1018829,581999,114640,37241,89738,60593,25117,909328,782664,1691992,-673163,561,-994,252494,197691,0,0,0,449752,-223411,13074085,12850673,299599,0,0,0,0,299599,0,0,0,0,0,0,0,0,149817,0,0,0,0,54177,6.3232E+7,1.29,0,5.17,7,18350,0,11619,0,
"				  WA",S,SPOKANE INTL,GEG,12/31/13,6/30/14,2761731,0,5015467,0,101008,0,0,7878206,797507,618,155575,239691,0,624174,294444,529611,2641620,10519826,984349,869941,247867,277995,4454791,8414926,277326,1717228,17244423,27764249,9681687,1833348,3825846,5947360,483276,487679,22259196,16779037,39038233,-11273984,423440,-582921,10497013,5650426,0,213000,2395416,18596374,7322390,266720345,274042734,17004144,1101624,129858,729741,2306845,21272212,20570446,0,0,20570446,7238553,0,7122608,14361161,30257574,0,280000,3597991,1447745,1466701,2048431249,1.73,117533,5.37,128,1953413,2052616,8347733,765763,
